Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profitneg
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Phones,105.98,2,0.0,1.0598,0.0
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Tables,493.92,7,0.3,-28.224,-28.224
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,5.936,7,0.8,-8.904,-8.904
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Envelopes,325.86,2,0.0,149.8956,0.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,383.60699999999997,9,0.3,-5.4801,-5.4801
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,148.48,2,0.2,16.704,0.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,537.544,7,0.2,53.7544,0.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,1.9280000000000002,2,0.8,-2.9884,-2.9884
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,6.912000000000001,3,0.2,0.6912,0.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,7.76,1,0.6,-2.134,-2.134
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,659.168,4,0.2,49.4376,0.0
First Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Labels,5.76,2,0.0,2.8224,0.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,351.216,3,0.2,4.3902,0.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,230.28,3,0.2,23.028000000000002,0.0
Second Class,Consumer,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Binders,56.82,3,0.0,28.41,0.0
First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Fasteners,31.56,4,0.0,14.202,0.0
First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,27.92,4,0.0,0.5584,0.0
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,8.559,1,0.7,-6.5619,-6.5619
Standard Class,Corporate,United States,El Paso,Texas,79907,Central,Office Supplies,Envelopes,49.568000000000005,2,0.2,17.9684,0.0
First Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,127.869,3,0.3,-9.1335,-9.1335
Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,271.44,3,0.0,122.148,0.0
Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,110.352,3,0.2,8.2764,0.0
Second Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,36.4,5,0.0,13.832,0.0
Standard Class,Home Office,United States,Miramar,Florida,33023,South,Furniture,Chairs,419.13599999999997,4,0.2,-57.6312,-57.6312
Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,100.704,6,0.2,-1.2588,-1.2588
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,45.216,3,0.2,4.5216,0.0
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,28.781999999999996,6,0.7,-21.1068,-21.1068
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,24.448,4,0.2,8.8624,0.0
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,10.475999999999999,6,0.8,-17.2854,-17.2854
Second Class,Home Office,United States,San Jose,California,95123,West,Furniture,Furnishings,76.14,3,0.0,26.649,0.0
Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Art,21.24,3,0.0,8.0712,0.0
Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Binders,127.96,2,0.0,60.1412,0.0
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Copiers,479.98400000000004,2,0.2,89.99700000000001,0.0
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,657.93,7,0.0,184.2204,0.0
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Furniture,Furnishings,33.48,4,0.0,8.7048,0.0
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,13.9,5,0.0,3.614,0.0
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Storage,26.86,2,0.0,6.715,0.0
Standard Class,Consumer,United States,Lewiston,Idaho,83501,West,Office Supplies,Binders,9.584,1,0.2,3.3544,0.0
Standard Class,Home Office,United States,Hampton,Virginia,23666,South,Office Supplies,Binders,113.1,3,0.0,56.55,0.0
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,65.78,11,0.0,32.2322,0.0
Standard Class,Corporate,United States,Hattiesburg,Mississippi,39401,South,Technology,Accessories,239.7,6,0.0,105.46799999999999,0.0
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,25.631999999999998,3,0.2,3.8448,0.0
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,23.616,8,0.2,7.9704,0.0
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Art,8.26,2,0.0,3.7996,0.0
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Envelopes,76.58,7,0.0,38.29,0.0
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Art,8.8,5,0.0,4.224,0.0
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Binders,590.352,6,0.2,206.6232,0.0
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Fasteners,5.58,3,0.0,0.1674,0.0
Second Class,Home Office,United States,Danville,California,94526,West,Furniture,Furnishings,25.02,3,0.0,10.5084,0.0
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Storage,452.55,7,0.0,22.6275,0.0
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,17.76,2,0.0,4.9728,0.0
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,302.384,2,0.2,30.2384,0.0
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,146.352,3,0.2,-5.4882,-5.4882
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,7.9,2,0.0,2.0540000000000003,0.0
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,902.712,3,0.2,33.8517,0.0
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,53.97,3,0.0,15.1116,0.0
Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,33.92,8,0.0,13.2288,0.0
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Supplies,21.81,3,0.0,5.8887,0.0
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,91.6,5,0.0,26.564,0.0
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,150.98,1,0.0,43.7842,0.0
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Envelopes,137.25,9,0.0,63.135,0.0
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Fasteners,11.52,4,0.0,5.4144,0.0
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,18.272000000000002,1,0.2,5.9384,0.0
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,153.72799999999998,4,0.2,53.8048,0.0
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,12.224,2,0.2,4.4312,0.0
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,167.94400000000002,7,0.2,50.3832,0.0
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,45.99,1,0.0,13.3371,0.0
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,535.41,3,0.0,160.623,0.0
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,6.096,2,0.2,2.0574,0.0
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,45.36,7,0.0,21.7728,0.0
Standard Class,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,47.12,8,0.0,20.7328,0.0
Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Office Supplies,Binders,31.36,4,0.0,15.68,0.0
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,47.61600000000001,3,0.2,3.5712,0.0
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,23.48,5,0.2,8.218,0.0
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,62.79,3,0.8,-166.3935,-166.3935
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,28.44,9,0.2,4.266,0.0
Second Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Accessories,134.376,3,0.2,6.7188,0.0
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Phones,589.9,2,0.0,147.475,0.0
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Chairs,542.94,3,0.0,141.1644,0.0
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Copiers,2879.952,6,0.2,1007.9832,0.0
First Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,90.48,3,0.2,33.93,0.0
Second Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,77.55,5,0.0,21.714000000000002,0.0
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Supplies,8.832,3,0.2,-1.9872,-1.9872
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,177.53599999999997,4,0.2,62.1376,0.0
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,258.48,2,0.2,-3.2310000000000003,-3.2310000000000003
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Furnishings,14.136,3,0.2,4.2408,0.0
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,77.55,5,0.0,20.163,0.0
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,24.88,2,0.0,6.9664,0.0
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,140.75,5,0.0,39.41,0.0
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,36.63,3,0.0,9.8901,0.0
Same Day,Consumer,United States,Mount Pleasant,Michigan,48858,Central,Furniture,Furnishings,17.14,2,0.0,6.1704,0.0
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,51.75,5,0.0,24.84,0.0
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,123.96,3,0.0,11.1564,0.0
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,586.398,6,0.15,34.494,0.0
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,80.98,1,0.0,3.2392,0.0
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,242.94,3,0.0,9.7176,0.0
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,123.92,4,0.0,33.4584,0.0
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,12.39,3,0.0,5.6994,0.0
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,47.3,2,0.0,12.298,0.0
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Technology,Copiers,1599.92,8,0.0,751.9624,0.0
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes,11.09,1,0.0,5.4341,0.0
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Office Supplies,Binders,3.168,4,0.7,-2.5344,-2.5344
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Chairs,579.136,4,0.2,-28.9568,-28.9568
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,6.367999999999999,2,0.2,2.1492,0.0
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines,558.4,2,0.2,41.88,0.0
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,145.764,2,0.1,-8.097999999999999,-8.097999999999999
Standard Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,13.62,3,0.0,6.129,0.0
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs,434.64599999999996,3,0.1,62.7822,0.0
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,440.19,9,0.0,206.8893,0.0
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,64.4,5,0.0,1.932,0.0
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,244.55,5,0.0,114.9385,0.0
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,195.76,4,0.0,97.88,0.0
Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,11.76,2,0.0,5.7624,0.0
Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Storage,166.45,5,0.0,39.948,0.0
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,2.88,1,0.0,1.3536,0.0
Standard Class,Corporate,United States,Freeport,Illinois,61032,Central,Office Supplies,Storage,45.248000000000005,2,0.2,3.9592,0.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,59.903999999999996,2,0.2,14.2272,0.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,23.695999999999998,2,0.2,6.5164,0.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,7.968,2,0.2,2.8884,0.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,18.2,7,0.2,2.0475,0.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,27.552,3,0.2,-0.3444,-0.3444
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,844.1160000000001,6,0.3,-36.1764,-36.1764
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.752,3,0.2,-9.594,-9.594
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,3.0,1,0.2,1.05,0.0
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,7.506,9,0.7,-6.0048,-6.0048
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Labels,16.56,2,0.2,5.796,0.0
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,79.92,4,0.0,34.3656,0.0
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,69.98,2,0.0,13.2962,0.0
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,11.06,10,0.8,-18.802,-18.802
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Furniture,Bookcases,623.4648,7,0.32,-119.1918,-119.1918
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Storage,772.68,5,0.2,-57.951,-57.951
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Appliances,283.14,4,0.1,72.358,0.0
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,635.96,4,0.0,165.3496,0.0
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,118.99,1,0.0,33.3172,0.0
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,272.94,3,0.0,30.0234,0.0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,15.008,2,0.2,1.5008,0.0
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders,33.088,4,0.2,11.1672,0.0
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage,80.98,1,0.0,3.2392,0.0
Standard Class,Consumer,United States,Logan,Utah,84321,West,Technology,Accessories,82.8,12,0.0,6.624,0.0
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage,21.36,2,0.0,5.7672,0.0
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders,62.048,2,0.2,20.1656,0.0
Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners,29.61,9,0.0,13.3245,0.0
Same Day,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,863.928,9,0.2,86.3928,0.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,241.92,4,0.4,-56.448,-56.448
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,163.88,4,0.5,-81.94,-81.94
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,3.486,2,0.7,-2.7888,-2.7888
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,10.584000000000001,7,0.2,-2.3814,-2.3814
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,440.91,9,0.0,123.4548,0.0
Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,-4.7625
First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,51.968,2,0.2,10.3936,0.0
First Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,71.976,3,0.2,21.5928,0.0
First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Chairs,242.352,3,0.2,-42.4116,-42.4116
First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,221.92,5,0.2,77.672,0.0
First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,8.448,2,0.2,2.64,0.0
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,29.52,4,0.0,14.4648,0.0
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,302.94,3,0.0,48.4704,0.0
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,142.36,2,0.0,38.4372,0.0
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,546.66,9,0.0,136.665,0.0
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,212.13,3,0.0,14.8491,0.0
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Art,5.247999999999999,2,0.2,0.5904,0.0
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Storage,74.416,2,0.2,-14.8832,-14.8832
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Paper,6.848,2,0.2,2.14,0.0
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Furniture,Furnishings,7.996,1,0.6,-6.9965,-6.9965
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.712,2,0.8,-19.602,-19.602
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Supplies,65.17,7,0.0,18.8993,0.0
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Labels,14.62,2,0.0,6.8714,0.0
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Furniture,Furnishings,173.24,4,0.0,17.324,0.0
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,895.92,5,0.2,302.373,0.0
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,130.71,3,0.0,39.213,0.0
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,11.68,2,0.0,3.0368,0.0
First Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,62.31,3,0.0,22.4316,0.0
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,0.852,1,0.7,-0.5964,-0.5964
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Paper,36.288000000000004,7,0.2,12.7008,0.0
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,56.568000000000005,2,0.6,-74.9526,-74.9526
First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,344.704,2,0.2,38.7792,0.0
Standard Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,201.584,2,0.2,20.1584,0.0
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,521.96,2,0.0,88.7332,0.0
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,8.22,3,0.0,2.2194,0.0
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,45.36,7,0.0,21.7728,0.0
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,947.17,7,0.0,9.4717,0.0
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper,61.96,2,0.0,27.881999999999998,0.0
Second Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Tables,268.935,3,0.5,-209.7693,-209.7693
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Art,7.58,1,0.0,2.9562,0.0
Same Day,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Labels,14.73,3,0.0,7.2177,0.0
Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Binders,9.888,2,0.7,-6.9216,-6.9216
Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Appliances,671.544,3,0.2,50.3658,0.0
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Storage,1117.92,4,0.0,55.896,0.0
Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Bookcases,275.952,3,0.2,-37.9434,-37.9434
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,123.14399999999999,7,0.2,46.178999999999995,0.0
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,15.575999999999999,3,0.2,3.3099,0.0
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,212.64,6,0.0,99.9408,0.0
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,9.87,3,0.0,4.5402,0.0
Second Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,53.25,3,0.0,20.7675,0.0
Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,19.92,3,0.0,9.5616,0.0
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,658.7460000000001,3,0.1,146.388,0.0
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders,8.26,2,0.0,3.8822,0.0
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders,29.84,2,0.0,13.427999999999999,0.0
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Technology,Accessories,67.98,2,0.0,14.9556,0.0
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Labels,61.06,2,0.0,28.0876,0.0
Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,35.544000000000004,1,0.2,-0.8886,-0.8886
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,9.96,2,0.0,4.5816,0.0
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Art,9.21,3,0.0,2.3025,0.0
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,27.93,3,0.0,8.0997,0.0
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Fasteners,7.9,2,0.0,2.528,0.0
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Storage,221.16,4,0.0,57.5016,0.0
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,127.96,2,0.0,62.7004,0.0
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,18.69,3,0.0,9.1581,0.0
Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,25.35,3,0.0,7.605,0.0
Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,35.28,3,0.0,11.9952,0.0
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,33.4,5,0.0,16.032,0.0
First Class,Corporate,United States,Spokane,Washington,99207,West,Technology,Machines,837.6,3,0.2,62.82,0.0
Standard Class,Consumer,United States,Franklin,Tennessee,37064,South,Technology,Phones,40.68,3,0.2,-9.152999999999999,-9.152999999999999
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Chairs,209.56799999999998,2,0.2,-23.5764,-23.5764
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,22.368000000000002,4,0.2,6.4308,0.0
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,3.8819999999999997,2,0.7,-2.588,-2.588
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,115.296,3,0.2,40.3536,0.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1.9080000000000001,2,0.7,-1.5264,-1.5264
Standard Class,Home Office,United States,Danville,Illinois,61832,Central,Office Supplies,Binders,43.372,7,0.8,-69.3952,-69.3952
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,783.96,4,0.0,219.5088,0.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,48.896,2,0.2,18.336,0.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,7.856,2,0.2,2.8478,0.0
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,5.904,2,0.2,1.9926,0.0
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,13.712,2,0.2,1.0284,0.0
Standard Class,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Envelopes,182.94,3,0.0,85.9818,0.0
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,27.76,4,0.0,9.9936,0.0
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,25.99,1,0.0,7.5371,0.0
First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,113.52,5,0.2,29.799,0.0
First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,359.88,3,0.2,22.4925,0.0
Same Day,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,25.344,4,0.2,9.1872,0.0
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,11.952,3,0.2,4.1832,0.0
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Supplies,6.24,3,0.0,1.8719999999999999,0.0
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Phones,742.336,8,0.2,83.5128,0.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,6.4639999999999995,1,0.6,-4.04,-4.04
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,11.52,5,0.2,4.176,0.0
